110陽明山慢速壘球聯盟 春季熱身賽 12月06日賽程表(第一週),,,,,,,,,
3,10:00,逢聯OB,,,可樂旅遊,,,,
4,11:00, 逢 聯,,, 利可富,,,,
5,12:00,cen yu,,, 逢 聯,,,,
6,13:00, 利可富,,,cen yu,,,,
7,14:00, Comebuy,,,悍 馬,,,,
8,15:00,蝸  牛,,, Comebuy,,,,
9,16:00,悍 馬,,,蝸  牛,,,,
110陽明山慢速壘球聯盟 春季熱身賽 12月20日賽程表(第三週),,,,,,,,,
場次,時間,,A場地,,(樂 活 組),(有勁組),B場地,,(活力組)
1,08:00,咚咚強,,,海蛟中隊, 鉅星燈飾,,,Maddog
2,09:00,逢聯OB,,,咚咚強,大日停車場,,, 鉅星燈飾
3,10:00,海蛟中隊,,,逢聯OB,Maddog,,,大日停車場
4,11:00, 天 母,,, 南港伙車頭,正德一隆,,,陳珀勳診所
5,12:00,獵 狐,,, 天 母,旋 風,,,正德一隆
6,13:00, 南港伙車頭,,,獵 狐,陳珀勳診所,,,旋 風
7,14:00,可樂旅遊,,, 石牌人,宏 幃,,, 協技科技
8,15:00,高山校,,,可樂旅遊,鼎捷國際,,,宏 幃
9,16:00, 石牌人,,,高山校, 協技科技,,,鼎捷國際
場次,時間,,C場地,,(運動組),備       註,,,
1,08:00,太和騰,,,Buddy club,,,,
2,09:00,自動人,,,太和騰,,,,
3,10:00,Buddy club,,,自動人,,,,
4,11:00, 夜 鷹,,, 黃金台科,,,,
5,12:00,磺 溪,,, 夜 鷹,,,,
6,13:00, 黃金台科,,,磺 溪,,,,
7,14:00, 江南虎,,,東林扶輪社,,,,
8,15:00,益 萊,,, 江南虎,,,,
9,16:00,東林扶輪社,,,益 萊,,,,
110陽明山慢速壘球聯盟 春季熱身賽 12月27日賽程表(第四週),,,,,,,,,
場次,時間,,A場地,,,,B場地,,
1,08:00,,,,,,,,
2,09:00,,,,,,,,
3,10:00,,,,,,,,
4,11:00,,,,,,,,
5,12:00,,,,,,,,
6,13:00,,,,,,,,
7,14:00,,,,,,,,
8,15:00,,,,,,,,
9,16:00,,,,,,,,
場次,時間,(運動組),C場地,,(樂 活 組),備       註,,,
1,08:00,Fourteen,,,鼎捷國際,,,,
2,09:00,正德一隆,,,Fourteen,,,,
3,10:00,鼎捷國際,,,正德一隆,,,,
4,11:00,高山校,,,海蛟中隊,,,,
5,12:00,獵 狐,,,高山校,,,,
6,13:00,海蛟中隊,,,獵 狐,,,,
7,14:00, 黃金台科,,, 江南虎,,,,
8,15:00,自動人,,, 黃金台科,,,,
9,16:00, 江南虎,,,自動人,,,,
110陽明山慢速壘球聯盟 春季熱身賽 1月10日賽程表(第五週),,,,,,,,,
場次,時間,(運動組),A場地,,(活力組),(運動組),B場地,,(樂 活 組)
1,08:00,Buddy club,,,磺 溪,高山校,,,咚咚強
2,09:00,益 萊,,,Buddy club, 南港伙車頭,,,高山校
3,10:00,磺 溪,,,益 萊,咚咚強,,, 南港伙車頭
4,11:00, 陽壘聯盟,,,宏 幃,東林扶輪社,,, 夜 鷹
5,12:00,陳珀勳診所,,, 陽壘聯盟,太和騰,,,東林扶輪社
6,13:00,宏 幃,,,陳珀勳診所, 夜 鷹,,,太和騰
7,14:00, 協技科技,,,COROKES, 石牌人,,, 天 母
8,15:00,旋 風,,, 協技科技,海蛟中隊,,, 石牌人
9,16:00,COROKES,,,旋 風, 天 母,,,海蛟中隊
場次,時間,,C場地,,(有勁組),備       註,,,
1,08:00,Maddog,,, 利可富,,,,
2,09:00,悍 馬,,,Maddog,,,,
3,10:00, 利可富,,,悍 馬,,,,
4,11:00, 鉅星燈飾,,,蝸  牛,,,,
5,12:00, 逢 聯,,, 鉅星燈飾,,,,
6,13:00,蝸  牛,,, 逢 聯,,,,
7,14:00,大日停車場,,, Comebuy,,,,
8,15:00,cen yu,,,大日停車場,,,,
9,16:00, Comebuy,,,cen yu,,,,
110陽明山慢速壘球聯盟 春季熱身賽 1月17日賽程表(第六週),,,,,,,,,
場次,時間,(樂 活 組),A場地,,(運動組),,B場地,,(有勁組)
1,08:00,可樂旅遊,,,咚咚強,蝸  牛,,,大日停車場
2,09:00, 天 母,,,可樂旅遊, 利可富,,,蝸  牛
3,10:00,咚咚強,,, 天 母,大日停車場,,, 利可富
4,11:00, 黃金台科,,,太和騰,悍 馬,,,cen yu
5,12:00,益 萊,,, 黃金台科, 鉅星燈飾,,,悍 馬
6,13:00,太和騰,,,益 萊,cen yu,,, 鉅星燈飾
7,14:00, 南港伙車頭,,, 石牌人, 逢 聯,,,Maddog
8,15:00,逢聯OB,,, 南港伙車頭, Comebuy,,, 逢 聯
9,16:00, 石牌人,,,逢聯OB,Maddog,,, Comebuy
場次,時間,,C場地,,(活力組),備       註,,,
1,08:00,陳珀勳診所,,,Fourteen,,,,
2,09:00, 協技科技,,,陳珀勳診所,,,,
3,10:00,Fourteen,,, 協技科技,,,,
4,11:00,鼎捷國際,,,旋 風,,,,
5,12:00, 陽壘聯盟,,,鼎捷國際,,,,
6,13:00,旋 風,,, 陽壘聯盟,,,,
7,14:00,COROKES,,,正德一隆,,,,
8,15:00,宏 幃,,,COROKES,,,,
9,16:00,正德一隆,,,宏 幃,,,,
110陽明山慢速壘球聯盟 春季熱身賽 1月24日賽程表(第七週),,,,,,,,,
場次,時間,,A場地,,,,B場地,,
1,08:00,,,,,,,,
2,09:00,,,,,,,,
3,10:00,,,,,,,,
4,11:00,,,,,,,,
5,12:00,,,,,,,,
6,13:00,,,,,,,,
7,14:00,,,,,,,,
8,15:00,,,,,,,,
9,16:00,,,,,,,,
場次,時間,,C場地,,,備       註,,,
1,08:00,,,,,雨備日,,,
2,09:00,,,,,,,,
3,10:00,,,,,,,,
4,11:00,,,,,,,,
5,12:00,,,,,,,,
6,13:00,,,,,,,,
7,14:00,,,,,,,,
8,15:00,,,,,,,,
9,16:00,,,,,,,,
110陽明山慢速壘球聯盟 春季熱身賽 1月31日賽程表(第八週),,,,,,,,,
場次,時間,,A場地,,,,B場地,,
1,08:00,,,,,,,,
2,09:00,,,,,,,,
3,10:00,,,,,,,,
4,11:00,,,,,,,,
5,12:00,,,,,,,,
6,13:00,,,,,,,,
7,14:00,,,,,,,,
8,15:00,,,,,,,,
9,16:00,,,,,,,,
場次,時間,,C場地,,,備       註,,,
1,08:00,,,,,雨備日,,,
2,09:00,,,,,,,,
3,10:00,,,,,,,,
4,11:00,,,,,,,,
5,12:00,,,,,,,,
6,13:00,,,,,,,,
7,14:00,,,,,,,,
8,15:00,,,,,,,,
9,16:00,,,,,,,,
